semSort,id,level,card,semPath,businessTerm,dataType,bindingSort,syntaxID,businessTerm_en,desc,businessTerm_ja,desc_ja,synSort,xPath,occur,defaultValue
3120,JC37_5_JC23_02,2,,/JC00/JC37_5_JC23/JC37_5_JC23_02,支払先国際企業ID,Code,1840,IBT-061,Payee legal registration identifier,An identifier issued by an official registrar that identifies the Payee as a legal entity or person.,支払先登録企業ID,公的登録機関が発行した公的識別子としての支払先の国際企業ID。,2250,/Invoice/ cac:PayeeParty/ cac:PartyLegalEntity/ cbc:CompanyID,0..1,
3130,JC37_5_JC23_17,2,,/JC00/JC37_5_JC23/JC37_5_JC23_17,スキーマID,Code,1850,IBT-061-1,Payee legal registration identifier Scheme identifier,"If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",スキーマID,使用する場合、公的機登録機関の識別スキーマは、ISO/IEC6523保守機関として公開されているリストから選択しなければならない。,2260,/Invoice/ cac:PayeeParty/ cac:PartyLegalEntity/ cbc:CompanyID/@schemeID,0..1,
3140,JC37_5_JC23_03,2,,/JC00/JC37_5_JC23/JC37_5_JC23_03,支払先名称,Text,1810,IBT-059,Payee name,The name of the Payee.,支払先名称,支払先の名称。,2230,/Invoice/ cac:PayeeParty/ cac:PartyName/ cbc:Name,1..1,
3760,JC3b_JC16,1,n,/JC00/JC3b_JC16,支払手段,,2130,IBG-16,PAYMENT INSTRUCTIONS,A group of business terms providing information about the payment.,支払指示,取引条件のうち支払に関する情報を提供するビジネス用語のグループ。,2620,/Invoice/ cac:PaymentMeans,0..n,
3780,JC3b_JC16_04,2,,/JC00/JC3b_JC16/JC3b_JC16_04,支払指示ID,Identifier,2140,IBT-178,Payment Instructions ID,An identifier for the payment instructions.,支払指示ID,各支払指示に対して割り当てられるID。,2630,/Invoice/ cac:PaymentMeans/ cbc:ID,0..1,
3790,JC3b_JC16_01,2,,/JC00/JC3b_JC16/JC3b_JC16_01,支払手段タイプコード,Code,2150,IBT-081,Payment means type code,"The means	 expressed as code	 for how a payment is expected to be or has been settled.",支払手段タイプコード,取引決済手段のタイプを識別するコード。,2640,/Invoice/ cac:PaymentMeans/ cbc:PaymentMeansCode,1..1,
3800,JC3b_JC16_02,2,,/JC00/JC3b_JC16/JC3b_JC16_02,支払手段内容説明,Text,2160,IBT-082,Payment means text,A textual description of the means/methods by which the payment is expected to be or has been settled.,支払手段内容説明,取引決済手段を説明するテキスト。,2650,/Invoice/ cac:PaymentMeans/ cbc:PaymentMeansCode/@name,0..1,
3810,JC3b_JC16_05,2,,/JC00/JC3b_JC16/JC3b_JC16_05,送金情報,Text,2170,IBT-083,Remittance information,A textual value used for payment routing or to establish a link between the payment and the Invoice.,送金情報,支払と請求書とを紐づけるために使用されるテキスト。,2660,/Invoice/ cac:PaymentMeans/ cbc:PaymentID,0..n,
3820,JC3b_JC16_06,2,,/JC00/JC3b_JC16/JC3b_JC16_06,スキーマID,Code,2180,IBT-083-1,Remittance information Scheme identifier,The identification of the identification scheme. As example ABA,スキーマID,スキーマID、例えば、ABA。,2670,/Invoice/ cac:PaymentMeans/ cbc:PaymentID/@schemeID,0..1,
3840,JC17_JC04,2,1,/JC00/JC3b_JC16/JC17_JC04,金融口座,,2190,IBG-17,CREDIT TRANSFER,A group of business terms to specify credit transfer payments.,銀行振込,銀行振込による支払を指定する情報を提供するビジネス用語のグループ。,2720,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount,0..1,
3860,JC17_JC04_01,3,,/JC00/JC3b_JC16/JC17_JC04/JC17_JC04_01,口座名義,Text,2220,IBT-085,Payment account name,"The name of the payment account	 at a payment service provider	 to which payment should be made.",支払先口座名義人名,支払先口座の口座名義人名。,2750,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cbc:Name,0..1,
3870,JC17_JC04_02,3,,/JC00/JC3b_JC16/JC17_JC04/JC17_JC04_02,口座番号,Identifier,2200,IBT-084,Payment account identifier,"A unique identifier of the financial payment account	 at a payment service provider	 to which payment should be made.",支払先口座ID,支払先となる金融機関の口座ID。IBAN(SEPA支払いの場合)など。,2730,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cbc:ID,1..1,
3880,JC17_JC04_04,3,,/JC00/JC3b_JC16/JC17_JC04/JC17_JC04_04,スキーマID,Code,2210,IBT-084-1,Payment account identifier Scheme identifier,The identification of the identification scheme. As example IBAN,スキーマID,口座IDを発行する発番組織のスキーマID、例えば、IBAN。,2740,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cbc:ID/@schemeID,0..1,
3900,JC18_JC05,2,1,/JC00/JC3b_JC16/JC18_JC05,金融機関,,2225,,,,,,2765,/Invoice,0..1,
3930,JC18_JC05_02,3,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_02,金融機関番号,Code,2230,IBT-086,Payment service provider identifier,An identifier for the payment service provider where a payment account is located.,支払先金融機関ID,支払先口座がある金融機関ID。,2770,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cac:FinancialInstitutionBranch/ cbc:ID,0..1,
3931,JC18_JC05_05,3,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_05,支払先口座郵便番号,Code,2280,IBT-172,Account post code,The identifier for an addressable group of properties according to the relevant postal service.,支払先口座郵便番号,支払い先口座が所在する市、町、村の通称。,2820,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cac:FinancialInstitutionBranch/ cac:Address/ cbc:PostalZone,0..1,
3932,JC18_JC05_06,3,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_06,支払先口座住所欄1,Text,2250,IBT-169,Account address line 1,The main address line in an address.,支払先口座住所欄1,支払い先口座の住所の主な記載欄。,2790,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cac:FinancialInstitutionBranch/ cac:Address/ cbc:StreetName,0..1,
3933,JC18_JC05_07,3,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_07,支払先口座住所欄2,Text,2260,IBT-170,Account address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,支払先口座住所欄2,支払い先口座の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,2800,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cac:FinancialInstitutionBranch/ cac:Address/ cbc:AdditionalStreetName,0..1,
3934,JC18_JC05_08,3,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_08,支払先口座住所欄3,Text,2300,IBT-174,Account address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,支払先口座住所欄3,支払い先口座の住所の地方区分。,2850,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cac:FinancialInstitutionBranch/ cac:Address/ cac:AddressLine/ cbc:Line,1..1,
3935,JC18_JC05_09,3,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_09,支払先口座住所 市区町村,Text,2270,IBT-171,Account city,"The common name of the city	 town or village	 where the account address is located.",支払先口座住所 市区町村,支払い先口座の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,2810,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cac:FinancialInstitutionBranch/ cac:Address/ cbc:CityName,0..1,
3936,JC18_JC05_10,3,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_10,支払先口座住所 都道府県,Text,2290,IBT-173,Account country subdivision,The subdivision of a country.,支払先口座住所 都道府県,支払い先口座の住所の郵便番号。,2830,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cac:FinancialInstitutionBranch/ cac:Address/ cbc:CountrySubentity,0..1,
3937,JC18_JC05_11,3,,/JC00/JC3b_JC16/JC18_JC05/JC18_JC05_11,支払先口座国コード,Code,2310,IBT-175,Account country code,A code that identifies the country.,支払先口座国コード,支払い先口座の住所の国コード。,2870,/Invoice/ cac:PaymentMeans/ cac:PayeeFinancialAccount/ cac:FinancialInstitutionBranch/ cac:Address/ cac:Country/ cbc:IdentificationCode,1..1,
3980,JC60_JC03,2,1,/JC00/JC3b_JC16/JC60_JC03,クレジットカード,,2320,IBG-18,PAYMENT CARD INFORMATION,A group of business terms providing information about card used for payment contemporaneous with invoice issuance.,支払カード情報,請求書発行と同時に支払に使用されるカードに関する情報を提供するビジネス用語のグループ。,2680,/Invoice/ cac:PaymentMeans/ cac:CardAccount,0..1,
4000,JC60_JC03_01,3,,/JC00/JC3b_JC16/JC60_JC03/JC60_JC03_01,金融カード番号,Code,2330,IBT-087,Payment card primary account number,The Primary Account Number (PAN) of the card used for payment.,支払カード番号,支払に使用するカードの支払カード番号。,2690,/Invoice/ cac:PaymentMeans/ cac:CardAccount/ cbc:PrimaryAccountNumberID,1..1,
4020,JC60_JC03_03,3,,/JC00/JC3b_JC16/JC60_JC03/JC60_JC03_03,金融カード名義人名,Text,2340,IBT-088,Payment card holder name,The name of the payment card holder.,カード名義人氏名,支払カード所有者の氏名。,2710,/Invoice/ cac:PaymentMeans/ cac:CardAccount/ cbc:HolderName,0..1,
4030,JC60_JC03_04,3,,/JC00/JC3b_JC16/JC60_JC03/JC60_JC03_04,金融カード発行企業名,Text,2335,,,,,,2700,/Invoice/ cac:PaymentMeans/ cac:CardAccount/ cbc:NetworkID,1..1,NA
4160,JC3e_JC27,1,n,/JC00/JC3e_JC27,支払条件,,1210,IBG-33,INVOICE TERMS,Information about the terms that apply to the settlement of the invoice amount.,支払条件,請求金額の決済に適用される条件に関する情報。,2920,/Invoice/ cac:PaymentTerms,0..n,
4180,JC3e_JC27_01,2,,/JC00/JC3e_JC27/JC3e_JC27_01,支払条件ID,Code,1220,IBT-187,Terms payment instructions ID,The payment instructions that apply to these payment terms.,支払条件指示ID,これらの支払条件を適用する支払指示。,2930,/Invoice/ cac:PaymentTerms/ cbc:PaymentMeansID,0..1,
4190,JC3e_JC27_02,2,,/JC00/JC3e_JC27/JC3e_JC27_02,支払条件説明,Text,1230,IBT-020,Payment terms,A textual description of the payment terms that apply to the amount due for payment (Including description of possible penalties).,支払条件,支払額に適用される支払条件の説明(罰則の記載を含む)。支払条件の文字による説明。,2940,/Invoice/ cac:PaymentTerms/ cbc:Note,0..1,
4210,JC3e_JC27_06,2,,/JC00/JC3e_JC27/JC3e_JC27_06,マンデーション参照ID,Code,2360,IBT-089,Mandate reference identifier,Unique identifier assigned by the Payee for referencing the direct debit mandate.,マンデーション参照ID,口座振替依頼を参照するために受取人によって割り当てられた固有ID。,2890,/Invoice/ cac:PaymentMeans/ cac:PaymentMandate/ cbc:ID,0..1,
4220,JC3e_JC27_07,2,,/JC00/JC3e_JC27/JC3e_JC27_07,自動引落口座ID,Code,2370,IBT-091,Debited account identifier,The account to be debited by the direct debit.,自動引落口座ID,自動口座引落によって引き落としがされる銀行口座ID。,2910,/Invoice/ cac:PaymentMeans/ cac:PaymentMandate/ cac:PayerFinancialAccount/ cbc:ID,0..1,
4240,JC3e_JC27_05,2,,/JC00/JC3e_JC27/JC3e_JC27_05,支払条件金額,Amount,1240,IBT-176,Terms amount,The payment amount that these terms apply to.,支払条件金額,これらの条件が適用される支払金額。,2950,/Invoice/ cac:PaymentTerms/ cbc:Amount,0..1,
4245,JC3e_JC27_12,2,,/JC00/JC3e_JC27/JC3e_JC27_12,支払期日,Date,1250,IBT-177,Terms installment due date,The date before end of which the terms amount shall be settled.,支払期日,支払期日。,2960,/Invoice/ cac:PaymentTerms/ cbc:InstallmentDueDate,0..1,
4250,JC3f_JC45,1,1,/JC00/JC3f_JC45,文書合計金額,,2705,,,,,,3695,/Invoice,0..1,
4300,JC3f_JC45_04,2,,/JC00/JC3f_JC45/JC3f_JC45_04,前払合計金額,Amount,2710,IBT-113,Paid amount,The sum of amounts which have been paid in advance.,支払済金額,事前に支払われた金額の合計。,3700,/Invoice/ cac:LegalMonetaryTotal/ cbc:PrepaidAmount,0..1,
4302,,,,,,,2715,,,,,,3710,/Invoice/ cac:LegalMonetaryTotal/ cbc:PrepaidAmount/@currencyID,1..1,
4335,JC3f_JC45_08,2,,/JC00/JC3f_JC45/JC3f_JC45_08,丸めるための金額,Amount,2720,IBT-114,Rounding amount,The amount to be added to the invoice total to round the amount to be paid.,丸めるための金額,支払金額に丸めるために請求書の合計金額に追加される金額。,3720,/Invoice/ cac:LegalMonetaryTotal/ cbc:PayableRoundingAmount,0..1,
4337,,,,,,,2725,,,,,,3730,/Invoice/ cac:LegalMonetaryTotal/ cbc:PayableRoundingAmount/@currencyID,1..1,
4530,JP00_JC7e,1,n,/JC00/JP00_JC7e,ヘッダ前払,,2380,IBG-35,Paid amounts,Breakdown of the paid amount deducted from the amount due.,支払済金額,請求書通貨での支払済金額を提供するビジネス用語のグループ。,2970,/Invoice/ cac:PrepaidPayment,0..n,
4550,JP00_JC7e_01,2,,/JC00/JP00_JC7e/JP00_JC7e_01,前払金額,Amount,2400,IBT-180,Paid amount,The amount of the payment in the invoice currency.,支払済金額,請求書通貨での支払済金額。,2990,/Invoice/ cac:PrepaidPayment/ cbc:PaidAmount,1..1,
4560,JP00_JC7e_02,2,,/JC00/JP00_JC7e/JP00_JC7e_02,前払受領日,Date,2410,IBT-181,The date when the paid amount is debited to the invoice.,The date when the prepaid amount was received by the seller.,支払済金額が請求書に差引記載される日,前払金額を売り手が受領した日。,3000,/Invoice/ cac:PrepaidPayment/ cbc:ReceivedDate,0..1,
4570,JP00_JC7e_03,2,,/JC00/JP00_JC7e/JP00_JC7e_03,前払ID,Identifier,2390,IBT-179,Payment identifier,"An identifier that references the payment	 such as bank transfer identifier.",支払ID,銀行振込のIDなど、支払を参照するID,2980,/Invoice/ cac:PrepaidPayment/ cbc:ID,0..1,
4600,JP00_JC7e_04,2,,/JC00/JP00_JC7e/JP00_JC7e_04,前払条件タイプコード,Code,2420,IBT-182,Payment type,The type of the the payment.,支払タイプ,支払いのタイプ。,3010,/Invoice/ cac:PrepaidPayment/ cbc:InstructionID,0..1,
4780,JC44_JC4f,1,n,/JC00/JC44_JC4f,文書,,1122,,,,,,1172,/Invoice,0..n,
5000,JC49_JC13_01,3,,/JC00/JC44_JC4f/JC49_JC13/JC49_JC13_01,受注書ID,Code,1140,IBT-014,Sales order reference,An identifier of a referenced sales order issued by the Seller.,受注参照,売り手が発行した受注を参照する場合の当該受注に記載の文書番号。,1200,/Invoice/ cac:OrderReference/ cbc:SalesOrderID,0..1,
5020,JC4a_JC13,2,1,/JC00/JC44_JC4f/JC4a_JC13,文書レベル注文書,,1125,,,,,,1174,/Invoice,0..1,
5040,JC4a_JC13_01,3,,/JC00/JC44_JC4f/JC4a_JC13/JC4a_JC13_01,注文書ID,Code,1130,IBT-013,Purchase order reference,"An identifier of a referenced purchase order	 issued by the Buyer.",購買発注参照,買い手が発行した購買発注を参照する場合の当該購買発注に記載の文書番号。,1190,/Invoice/ cac:OrderReference/ cbc:ID,0..1,
5060,JC4b_JC13,2,1,/JC00/JC44_JC4f/JC4b_JC13,文書レベル契約書,,1115,,,,,,1305,/Invoice,0..1,
5065,,,,,,,1118,,,,,,1310,/Invoice/ cac:ContractDocumentReference,0..1,
5080,JC4b_JC13_01,3,,/JC00/JC44_JC4f/JC4b_JC13/JC4b_JC13_01,契約文書ID,Code,1120,IBT-012,Contract reference,The identification of a contract.,契約書参照,参照する契約書に記載された文書番号。,1320,/Invoice/ cac:ContractDocumentReference/ cbc:ID,0..1,
5120,JC4d_JC23,2,1,/JC00/JC44_JC4f/JC4d_JC23,文書レベル納入先,,1970,IBG-13,DELIVERY INFORMATION,A group of business terms providing information about where and when the goods and services invoiced are delivered.,納入先,財又はサービスが何時何処に納入されたかに係る情報を提供するビジネス用語のグループ。,2440,/Invoice/ cac:Delivery,0..1,
5140,JC4d_JC23_01,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_01,納入先ID,Code,1990,IBT-071,Deliver to location identifier,An identifier for the location at which the goods and services are delivered.,納入先ID,財又はサービスが納入された納入先の場所ID。,2470,/Invoice/ cac:Delivery/ cac:DeliveryLocation/ cbc:ID,0..1,
5150,JC4d_JC23_10,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_10,スキーマID,Code,2000,IBT-071-1,Deliver to location identifier Scheme identifier,"The identification scheme identifier of the Deliver to location identifier. If used	 the identification scheme shall be chosen from the entries of the list published by the ISO/IEC 6523 maintenance agency.",スキーマID,納入された住所IDを発行した組織の識別スキーマID。使用する場合、識別スキーマは、ISO/IEC 6523 の保守機関によって公開されたリストから選択しなければならない。,2480,/Invoice/ cac:Delivery/ cac:DeliveryLocation/ cbc:ID/@schemeID,0..1,
5170,JC4d_JC23_03,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_03,納入先名称,Text,1980,IBT-070,Deliver to party name,The name of the party to which the goods and services are delivered.,納入先名称,財又はサービスが納入された納入先の名称。,2610,/Invoice/ cac:Delivery/ cac:DeliveryParty/ cac:PartyName/ cbc:Name,0..1,
5180,,,,,,,2050,IBG-15,DELIVER TO ADDRESS,A group of business terms providing information about the address to which goods and services invoiced were or are delivered.,納入先住所,請求する財又はサービスの納入先の住所に関する情報を提供するビジネス用語のグループ。,2490,/Invoice/ cac:Delivery/ cac:DeliveryLocation/ cac:Address,0..1,
5200,JC4d_JC23_04,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_04,納入先郵便番号,Code,2100,IBT-078,Deliver to post code,The identifier for an addressable group of properties according to the relevant postal service.,納入先郵便番号,納入先の住所の郵便番号。,2530,/Invoice/ cac:Delivery/ cac:DeliveryLocation/ cac:Address/ cbc:PostalZone,0..1,
5210,JC4d_JC23_05,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_05,納入先住所1,Text,2060,IBT-075,Deliver to address line 1,The main address line in an address.,納入先住所欄1,納入先の住所の主な記載欄。,2500,/Invoice/ cac:Delivery/ cac:DeliveryLocation/ cac:Address/ cbc:StreetName,0..1,
5220,JC4d_JC23_06,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_06,納入先住所2,Text,2070,IBT-076,Deliver to address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,納入先住所欄2,納入先の住所の主な記載内容に加えて詳細な情報のために使用する追加記載欄。,2510,/Invoice/ cac:Delivery/ cac:DeliveryLocation/ cac:Address/ cbc:AdditionalStreetName,0..1,
5230,JC4d_JC23_07,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_07,納入先住所3,Text,2080,IBT-165,Deliver to address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,納入先住所欄3,納入先の住所の上記の記載内容に加えてより詳細な情報のために使用する追加記載欄。,2560,/Invoice/ cac:Delivery/ cac:DeliveryLocation/ cac:Address/ cac:AddressLine/ cbc:Line,0..1,
5236,JC4d_JC23_11,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_11,納入先住所 市区町村,Text,2090,IBT-077,Deliver to city,"The common name of the city	 town or village	 where the deliver to address is located.",納入先住所 市区町村,納入先が所在する市、町、村の通称。,2520,/Invoice/ cac:Delivery/ cac:DeliveryLocation/ cac:Address/ cbc:CityName,0..1,
5237,JC4d_JC23_12,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_12,納入先住所 都道府県,Text,2110,IBT-079,Deliver to country subdivision,The subdivision of a country.,納入先住所 都道府県,納入先の住所の地方区分。,2540,/Invoice/ cac:Delivery/ cac:DeliveryLocation/ cac:Address/ cbc:CountrySubentity,0..1,
5240,JC4d_JC23_08,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_08,納入先国ID,Code,2120,IBT-080,Deliver to country code,A code that identifies the country.,納入先国コード,納入先の住所の国コード。,2580,/Invoice/ cac:Delivery/ cac:DeliveryLocation/ cac:Address/ cac:Country/ cbc:IdentificationCode,1..1,JP
5270,JC4d_JC23_09,3,,/JC00/JC44_JC4f/JC4d_JC23/JC4d_JC23_09,配送日,Date,2010,IBT-072,Actual delivery date,the date on which the supply of goods or services was made or completed.,実際納入日,財又はサービスが納入された、あるいはすべて提供された日付。,2450,/Invoice/ cac:Delivery/ cbc:ActualDeliveryDate,0..1,
5280,JC5e_JC13,2,n,/JC00/JC44_JC4f/JC5e_JC13,文書レベル出荷案内書,,1155,,,,,,1245,/Invoice,0..n,
5285,,,,,,,1158,,,,,,1250,/Invoice/ cac:DespatchDocumentReference,0..1,
5300,JC5e_JC13_01,3,,/JC00/JC44_JC4f/JC5e_JC13/JC5e_JC13_01,出荷案内書ID,Code,1160,IBT-016,Despatch advice reference,An identifier of a referenced despatch advice.,出荷案内書参照,参照する出荷案内書に売り手が付番した番号。,1260,/Invoice/ cac:DespatchDocumentReference/ cbc:ID,0..1,
5350,JC5f_JC13,2,n,/JC00/JC44_JC4f/JC5f_JC13,文書レベル出荷回答書,,1145,,,,,,1265,/Invoice,0..n,
5360,,,,,,,1148,,,,,,1270,/Invoice/ cac:ReceiptDocumentReference,0..1,
5370,JC5f_JC13_01,3,,/JC00/JC44_JC4f/JC5f_JC13/JC5f_JC13_01,出荷回答書ID,Code,1150,IBT-015,Receiving advice reference,An identifier of a referenced receiving advice.,受取通知書参照,参照する受取通知書に買い手が付番した番号。,1280,/Invoice/ cac:ReceiptDocumentReference/ cbc:ID,0..1,
5440,JC57_8_JC1b,2,n,/JC00/JC44_JC4f/JC57_8_JC1b,文書レベル返金,,2430,IBG-20,DOCUMENT LEVEL ALLOWANCES,A group of business terms providing information about allowances applicable to the Invoice as a whole.,請求書レベルの返金,請求書レベルの返金に関する情報を提供するビジネス用語のグループ。,3020,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()],0..n,
5460,JC57_8_JC1b_01,3,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_01,文書レベル追加請求判別子,Indicator,2435,,,,,,3030,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cbc:ChargeIndicator,1..1,false
5470,JC57_8_JC1b_02,3,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_02,文書レベル返金計算率,Percentage,2460,IBT-094,Document level allowance percentage,"The percentage that may be used	 in conjunction with the document level allowance base amount	 to calculate the document level allowance amount.",請求書レベルの返金の率,請求書レベルの返金基準金額に乗じて、請求書レベルの返金金額を算出する際に使用されるパーセント。,3060,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cbc:MultiplierFactorNumeric,0..1,
5480,JC57_8_JC1b_03,3,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_03,文書レベル返金金額,Amount,2440,IBT-092,Document level allowance amount,"The amount of an allowance	 without TAX.",請求書レベルの返金金額(税抜き),返金金額(税抜き)。,3070,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cbc:Amount,1..1,
5490,JC57_8_JC1b_04,3,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_04,文書レベル返金理由コード,Code,2480,IBT-098,Document level allowance reason code,"The reason for the document level allowance	 expressed as a code.",請求書レベルの返金の理由コード,請求書レベルの返金の理由コード。,3040,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cbc:AllowanceChargeReasonCode,0..1,
5500,JC57_8_JC1b_05,3,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_05,文書レベル返金理由,Text,2470,IBT-097,Document level allowance reason,"The reason for the document level allowance	 expressed as text.",請求書レベルの返金の理由,請求書レベルの返金の理由をテキストで表現。,3050,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cbc:AllowanceChargeReason,0..1,
5510,JC57_8_JC1b_06,3,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_06,文書レベル返金計算根拠金額,Amount,2450,IBT-093,Document level allowance base amount,"The base amount that may be used	 in conjunction with the document level allowance percentage	 to calculate the document level allowance amount.",請求書レベルの返金金額の基準となる金額,請求書レベルの返金の率を乗じて請求書レベルの返金金額を算出する際に使用される基準金額。,3090,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cbc:BaseAmount,0..1,
5540,JC57_8_JC1b_07,3,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_07,文書レベル返金課税分類コード,Code,2490,IBT-095,Document level allowance TAX category code,A coded identification of what TAX category applies to the document level allowance.,請求書レベルの返金の課税分類コード,請求書レベルの返金に適用される課税分類コード。,3120,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cac:TaxCategory/ cbc:ID,1..1,
5550,JC57_8_JC1b_08,3,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_08,文書レベル返金税率,Percentage,2510,IBT-096,Document level allowance TAX rate,"The TAX rate	 represented as percentage that applies to the document level allowance.",請求書レベルの返金の税率,請求書レベルの返金に適用される消費税率(パーセント)。,3140,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cac:TaxCategory/ cbc:Percent,0..1,
5552,,,,,,,2495,,,,,,3170,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cac:TaxCategory/ cac:TaxScheme,1..1,
5554,JC57_8_JC1b_09,4,,/JC00/JC44_JC4f/JC57_8_JC1b/JC57_8_JC1b_09,税スキーマ,Code,2500,IBT-095-1,Document level allowance TAX category code Tax Scheme,,税スキーマ,,3180,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=false()]/ cac:TaxCategory/ cac:TaxScheme/ cbc:ID,1..1,VAT
5560,JC57_9_JC1b,2,n,/JC00/JC44_JC4f/JC57_9_JC1b,文書レベル追加請求,,2540,IBG-21,DOCUMENT LEVEL CHARGES,"A group of business terms providing information about charges and taxes other than TAX	 applicable to the Invoice as a whole.",請求書レベルの追加請求,請求書レベルの追加請求や追加税(消費税以外)に関する情報を提供するビジネス用語のグループ。,3190,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()],0..n,
5580,JC57_9_JC1b_01,3,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_01,文書レベル追加請求判別子,Indicator,2545,,,,,,3200,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cbc:ChargeIndicator,1..1,true
5590,JC57_9_JC1b_02,3,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_02,文書レベル追加請求計算率,Percentage,2570,IBT-101,Document level charge percentage,"The percentage that may be used	 in conjunction with the document level charge base amount	 to calculate the document level charge amount.",請求書レベルの追加請求の率,請求書レベルの追加請求基準金額に乗じて請求書レベルの追加請求金額を算出するために使用されるパーセント。,3230,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cbc:MultiplierFactorNumeric,0..1,
5600,JC57_9_JC1b_03,3,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_03,文書レベル追加請求金額,Amount,2550,IBT-099,Document level charge amount,"The amount of a charge	 without TAX.",請求書レベルの追加請求金額(税抜き),追加請求金額(税抜き)。,3240,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cbc:Amount,1..1,
5610,JC57_9_JC1b_04,3,,/JC00/JC44_JC4f/JC57_9_JC1b/JC57_9_JC1b_04,文書レベル追加請求理由コード,Code,2590,IBT-105,Document level charge reason code,"The reason for the document level charge	 expressed as a code.",請求書レベルの追加請求の理由コード,請求書レベルの追加請求の理由コード。,3210,/Invoice/ cac:AllowanceCharge[cbc:ChargeIndicator=true()]/ cbc:AllowanceChargeReasonCode,0..1,
